Name,STARmeter,Known for
Yûsuke Iseya First Blind Man  First Blind Man  See fewer,Members only,13 Assassins (2010)
Jason Bermingham Driver #1  Driver #1  See fewer,Members only,Correntes (2016)
Eduardo Semerjian Concerned Pedestrian #1  Concerned Pedestrian #1  See fewer,Members only,Maysa: When the Heart Sings (2009)
Don McKellar Thief  Thief  See fewer,Members only,Last Night (I) (1998)
Ciça Meirelles Driver #2  Driver #2  See fewer,Members only,All About Happiness (2011)
Antônio Fragoso Concerned Pedestrian #2  Concerned Pedestrian #2  See fewer,Members only,Sound & Fury (2009)
Lilian Blanc Concerned Pedestrian #3  Concerned Pedestrian #3  See fewer,Members only,Flying Virus (2001)
Douglas Silva Onlooker #1  Onlooker #1  See fewer,Members only,City of God (2002)
Daniel Zettel Onlooker #2  Onlooker #2  See fewer,Members only,City of God (2002)
Yoshino Kimura First Blind Man's Wife  First Blind Man's Wife  See fewer,Members only,Confessions (2010)
Joe Pingue Taxi Driver  Taxi Driver  See fewer,Members only,Stumptown (2019)
Susan Coyne Receptionist  Receptionist  See fewer,Members only,Slings and Arrows (2003)
Fabiana Gugli Mother of the Boy  Mother of the Boy  See fewer,Members only,O Banquete (2018)
Mitchell Nye Boy  Boy  See fewer,Members only,The Colony (I) (2013)
Danny Glover Man with Black Eye Patch  Man with Black Eye Patch  See fewer,Top 5000,Lethal Weapon (1987)
Alice Braga Woman with Dark Glasses  Woman with Dark Glasses  See fewer,Top 5000,I Am Legend (2007)
Mark Ruffalo Doctor  Doctor  See fewer,Top 5000,The Kids Are All Right (2010)
Joe Cobden Policeman  Policeman  See fewer,Members only,Devil (2010)
Julianne Moore Doctor's Wife  Doctor's Wife  See fewer,Top 5000,Still Alice (2014)
Mpho Koaho Pharmacist's Assistant  Pharmacist's Assistant  See fewer,Members only,Saw III (2006)
Sari Friedland Woman in Bar  Woman in Bar  See fewer,Members only,Enemy (2013)
Gael García Bernal Bartender / King of Ward Three  Bartender / King of Ward Three  See fewer,Top 5000,Mozart in the Jungle (2014)
Tom Melissis Engineer  Engineer  See fewer,Members only,Expecting (2002)
Tracy Wright Thief's Wife  Thief's Wife  See fewer,Members only,Trigger (II) (2010)
Amanda Hiebert Maid  Maid  See fewer,Members only,Silent Hill (2006)
Jorge Molina Hotel Security Guard  Hotel Security Guard  See fewer,Members only,Suits (2011)
Patrick Garrow Hotel Assistant Manager  Hotel Assistant Manager  See fewer,Members only,RoboCop (2014)
Gerry Mendicino Silver Haired Doctor  Silver Haired Doctor  See fewer,Members only,My Big Fat Greek Wedding (2002)
Matt Gordon Minister's Assistant  Minister's Assistant  See fewer,Members only,Rent-a-Goalie (2006)
Sandra Oh Minister of Health  Minister of Health  See fewer,Top 5000,Sideways (2004)
Anthero Montenegro Cop #1  Cop #1  See fewer,Members only,Passionada (2002)
Fernando Patau Cop #2  Cop #2  See fewer,Members only,Vende-se Um Véu de Noiva (2009)
Otávio Martins Police Captain  Police Captain  See fewer,Members only,#PartiuShopping (2015)
João Velho Ambulance Attendant  Ambulance Attendant  See fewer,Members only,Once in a Blue Moon (2005)
Marvin Karon Announcer  Announcer  See fewer,Members only,Charlie Bartlett (2007)
Joseph Motiki Guard  Guard  See fewer,Members only,TVO Kids: The Space (1994)
